,review_rating,review_text,verified_purchase,total words,total characters
913,5,I always used honey suckle sandalwood 55 wash bottle loved smell of that . But when I was in Asda yesterday I smelt this one wow can honestly say I will be making permanent change to this one itÂs beautiful cherry blossom sweet pea such beautiful smells I just wish you would sell bigger size bottle of this 55washes one like you do in honey suckle sandal wood one can you start selling 55 wash in this one please? Thanks,False,92,468
914,5,"This is one of nicest smelling fabric conditioners I have smelt ever. My clothes always have beautiful scent after using I just canÂt get enough of it, mmmm! Please donÂt stop making this Comfort people!",False,38,215
915,4,Bought this when down in price. Smells in tub. Cleans good on 30 wash. Only reason why I won't buy again clothes don't smell like they do when you put them in.,False,33,161
916,5,"I've been using this product for few days now I have to say that is really kind to skin.It doesn't had bad smell,my skin feels so smooth soft after using it.I truly recommend this product to everyone. [This review was collected as part of promotion.]",False,50,264
917,5,"I've been using this remover for years. It's not scented, not greasy & doesn't irritate eye area even when removing stubborn mascara. Fantastic value too.",False,26,158
918,5,"So I have oily combination skin type I am forever getting spots blackheads in my t-zone because of this, especially over my nose. Being fed up with it all I started to cleanse, tone moisturise. This toner is by far best one I have ever used. It smells amazing. It doesn't irritate my skin like some other brands I've tried do (despite not having sensitive skin) my blackheads spots are clearing up. My oily t-zone isn't so much of problem anymore. Definitely getting this from now on recommending to anyone that has similar issues to me [This review was collected as part of promotion.]",False,114,620
919,3,"I've been using this daily, product lathers up nicely with little water bottle is good size so it'll last long time. I found it quite drying on my skin compared to other facial washes I've used I don't think even smell was refreshing to me which was little disappointing [This review was collected as part of promotion.]",False,67,350
920,5,"Suffering from mild Ezyema, my skin has always been sensitive dry so i'm very careful when using skincare products preferring brands who use no nasties. I've been fan of Simple for while now, using their moisturisers face wipes have just switched to using their Kind to Skin face wash. 3 weeks in i've noticed my skin is more radiant less dry than it has been, with my face left feeling clean fresh after each wash. It's light, refreshing, non perfumed best of all kind to skin but still cleansing. A great every day mild cleanser that you can introduce to your skin care regime. A great product at very affordable price range. [This review was collected as part of promotion.]",False,131,713
921,5,I've been using this face wash for just over week now. I'm really happy with way it makes my skin feel. It's not drying all has no harsh chemical smells. It lathers up really well little goes long way. It removes my make up well leaves my skin nice soft . Great packaging in easy squeeze tube. [This review was collected as part of promotion.],False,75,373
922,4,"I bought this few months ago due to fact that I love Simple skincare products was looking for drugstore face wash that didn't have lots of nasties. This is perfect gentle face wash after I take my makeup off, leaved my skin feeling very soft clean, followed by Simple moisturiser it's no brainer. [This review was collected as part of promotion.]",False,70,374
923,5,"This is best face wash that I have used. It is gentle, fragrance free it does not dry your skin.",False,22,104
924,3,I found that lot of product was needed to remove eye make up. It made my skin feel quite dry around my eyes after using as well.,False,28,130
925,4,A nice mixture of variety you get two of each flavour but its bit too creamy compared to other brands..,False,21,105
926,5,These are yummy especially almond flavoured one as it just melts in your mouth. This is my FAVE! The white chocolate flavoured ice cream is rich creamy. Its great for white chocolate lovers. All three are scrumptious in their own special way. If you like dark chocolate there is sweet treat in there for you too. I would 100% recommend!!,False,63,347
927,2,"For hard water areas, which is most of England, you need to use two capsules in wash giving only 19 washes in this packet, not 38 advertised.",False,29,147
928,3,"These capsules do good job but last two times I've purchased them some have split in packet. This is inconvenient, messy wasteful. They are kept in cool cupboard so they must be getting damaged in transit. Will be using Persil liquid until I read problem has gone away.",False,54,289
929,4,"Just pop it in washer, add washing press go. No problems just simple.",False,15,77
930,5,"Low carb, genuine taste often on offer. Nothing wrong with bottle....",False,13,77
931,5,What can I say! This ice cream was absolutely gorgeous! Thoroughly recommend. Yummy!,False,13,84
932,5,IÂve tried to substitute Magnums with other brands but there is always ÂNot MagnumÂ disappointment from family. I give up! Somethings are not worth cost cutting for. TheyÂre just delicious.,False,33,203
933,5,What can I say but classic smell they came quick,True,12,54
934,5,Gift for my dad. He was pleased,True,7,31
935,5,"Smells nice, itÂs for my boys",True,6,30
936,5,Good,True,1,4
937,5,Brilliant product first class delivery to Spain--well done.,True,9,63
938,2,They just seem bit weird compared to supermarket ones. I pour hot water on them but noodles are quite tough dried out. The ones from supermarket as soon as I pour water on them I can easily mix it around with fork but not these ones.... strange.,True,53,265
939,5,Decent value delivered next day on prime so convenient too.,True,11,63
940,5,Awsme,True,1,5
941,3,Lovely smell but not very big for washes,True,8,40
942,5,Products as expected better value than supermarket,True,8,54
943,5,"I love combination of three products to buy together. The y work well together, fragrance smell nice.",True,20,113
944,2,"Good quality usually. But i have subscription past 2 times it has been delivered, bottle of washing liquid has leaked everywhere I've only had beads conditioner to use.",True,35,194
945,2,Smells lovely but it was all lot smaller than I expected for price. ItÂs half price in supermarkets for sizes you get on amazon,True,28,142
946,1,Washing liquid had leaked in box,True,7,36
947,5,Really good for price,True,5,25
948,3,Veey crafty! Price stays same even though theyÂve changed bottles how many washes you get! Your now getting 2 washes less!,True,24,135
949,5,product as described,True,3,20
950,5,Great product says what it does on tin,True,9,42
951,3,Not as good as powder. Less suds not totally cleaned.,True,12,61
952,5,As expected. Better value than supermarket.,True,6,43
953,5,Washes well,True,2,11
954,5,"Quick delivery, good value",True,4,26
955,5,"Some things in life are enjoyable to buy some things plainly are not. No matter how pretty product how bright bold actual washing detergent is, it will always be grudge purchase. No one likes to have dirty smelly clothes wash powder / tablets / capsules are necessity that makes hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy Bold, Persil is one of big brands that dominant market for detergents. It is owned by global consumer products giant Unilever who are experts at branding marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even dodgy imitation ones you find in sub prime supermarkets are more than these, great thing about Persil is that you can guarantee that product is going to be high quality. These capsules come in rubbery gossamer coated casing containing different brightly coloured gel like liquids in each of four compartments. And very funky they look too with purple, green, white grey swirls of gu. These things wash your clothes nicely too have pleasant smell without being too overbearing. I have no idea what happens to plasticated casing on outside of capsule after you put in in washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like Great Sphinx at Giza, Bermuda Triangle or meaning of Voynich Manuscript.",True,287,1624
956,5,Please wash really well there is no residue left in drum. Washing comes out clean smelling fresh.,True,20,109
957,5,"Happy with purchasing this product in bulk, cheaper than picking it up from supermarket. Did not find any residue after wash.",True,23,133
958,4,it clean well,True,3,13
959,5,Second time ordering these. Bargain pack means it works out same per capsule as shops own brand! Clean clothes well. Will definitely reorder again,True,27,156
960,5,Product as described. Arrived on time great value for money .,True,12,65
961,5,Great bulk buy obviously you need space but it's something that you use need,True,15,80
962,4,These were delicious! Only complaint is that they are smaller than normal magnums...,False,13,84
963,1,"I have been cleaning bathrooms in our home with various liquids for years. I bought cif power shine I'm completely disappointed. Tiles, ceramics, mirrors in streaks ...",False,31,182
964,1,"Thought IÂd try this spray..... IÂm sorry to say, it leaves streaks all over kitchen surfaces. Again again. IÂve used many Cif products before - all with great results - but this one is terrible!!",False,37,207
965,5,"I have tried so many antiperspirants all have let me down. LYNX is only brand I can use that keeps me dry all day night. I used to think that LYNX was just for teenagers I had tried to move onto more expensive brands aimed at mid-range male market, but they just didn't work as good as I had hoped. I have returned to LYNX now I smell good stay dry.",True,78,377
966,5,"Brilliant product, lasts long time but can buy it for Â£5 elsewhere.",False,13,70
967,5,Beautiful smell throughout all my washing tip marks,True,8,51
968,5,"I love this wipes, wipes are soft but strong. I use it at late afternoon everyday, this let my face feeling refresh without make up on. And I don't feel dry after using this wipes, when i am crazy, i don't even need to put cream on. I am quite happy with result of this new type of wipes. [This review was collected as part of promotion.]",False,73,360
969,5,"I bought this for my holidays i love it, very fresh smell nice all day long.",False,18,84
970,5,I have very sensitive skin I know I can rely on Simple range to care for my skin. I use this every evening after cleansing it works brilliantly. Would highly recommend to anyone else with sensitive skin. [This review was collected as part of promotion.],False,49,267
971,4,"I didn't get much time to review this product to say if I found it highly effective or not, but I quite liked way it made my skin feel when I applied it. It was easy to apply soaked into my skin fast. It wasn't sticky didn't leave any residue after. [This review was collected as part of promotion.]",False,63,313
972,5,I am really impressed with this product as I have very dry sensitive skin. I choose products I use carefully know I can rely on simple range. Easy to use apply leaves my face feeling fresh clean. [This review was collected as part of promotion.],False,52,271
973,5,"I always love simple wipes, they2019re so easy to use take all of my makeup off in one wipe. It even manages to take off my waterproof mascara! They leave my skin feeling fresh clean. I would recommend this to anyone. [This review was collected as part of promotion.]",False,52,277
974,5,"I rate this product 10-10.I have used so many products in past few years I got to say this is my favourite product.It does what it says.I would absolutely will be purchasing micelles cleansing wipes again.i will recommend everyone to once try this product your money will be worth it you won2019t have any regrets of buying this pack of wipes, your money will be totally worth it.i have already received feed back from my friends family when they tried it at make over event,they absoulutely are going to stick to using this product as this wipes are so soft on skin does job. [This review was collected as part of promotion.]",False,122,662
975,5,I2019ve used original simple wipes since before I can remember! These ones have more moisture in them I feel as though it gets your makeup off lot easier feels more refreshing than ordinary ones. [This review was collected as part of promotion.],False,48,265
976,5,"I rate this product 10-10.I have used so many products in past few years I got to say this is my favourite product.It does what it says.I would absolutely will be purchasing micelles cleansing wipes again.i will recommend everyone to once try this product your money will be worth it you wonÂt have any regrets of buying this pack of wipes, your money will be totally worth it.i have already received feed back from my friends family when they tried it at make over event,they absoulutely are going to stick to using this product as this wipes are so soft on skin does job. [This review was collected as part of promotion.]",False,122,660
977,5,"I always love simple wipes, theyÂre so easy to use take all of my makeup off in one wipe. It even manages to take off my waterproof mascara! They leave my skin feeling fresh clean. I would recommend this to anyone. [This review was collected as part of promotion.]",False,52,275
978,5,IÂve used original simple wipes since before I can remember! These ones have more moisture in them I feel as though it gets your makeup off lot easier feels more refreshing than ordinary ones. [This review was collected as part of promotion.],False,48,263
979,5,Bargin price,True,2,12
980,5,Very happy,True,2,10
981,5,Lovely smell,True,2,12
982,5,I've used original simple wipes since before I can remember! These ones have more moisture in them I feel as though it gets your makeup off lot easier feels more refreshing than ordinary ones. [This review was collected as part of promotion.],False,48,262
983,5,"I rate this product 10-10.I have used so many products in past few years I got to say this is my favourite product.It does what it says.I would absolutely will be purchasing micelles cleansing wipes again.i will recommend everyone to once try this product your money will be worth it you won't have any regrets of buying this pack of wipes, your money will be totally worth it.i have already received feed back from my friends family when they tried it at make over event,they absoulutely are going to stick to using this product as this wipes are so soft on skin does job. [This review was collected as part of promotion.]",False,122,659
984,5,"I always love simple wipes, they're so easy to use take all of my makeup off in one wipe. It even manages to take off my waterproof mascara! They leave my skin feeling fresh clean. I would recommend this to anyone. [This review was collected as part of promotion.]",False,52,274
985,5,"I carry these in my gym bag for after work when I go. These remove my make up well don't irritate my face, they remove mascara with some gentle rubbing. The scent isn't too overwhelming leave my face soft. I wouldn't use these alone as I feel they don't remove everything but they are great for rush or if you don't have face wash handy. [This review was collected as part of promotion.]",False,77,399
986,2,I found these wipes to be too dry to effectively remove my makeup. A double cleanse is definitely required with these. Removing eye makeup with these wipes was struggle. Not as good as other simple wipes I have tried. Quite tough in skin. [This review was collected as part of promotion.],False,54,296
987,5,"Although I love regularly use number of simple skincare products I have avoided using facial toner due to bad experience when using another major brand which left me with extremely dry flaky skin.However this toner does not make my skin sting at all, in fact it feels like like moisturising water which leaves me with fresh dewy skin all day. My skin looks clearer feels so smooth. I2019ve been using this Product 2/3 times week now it has deffinately changed my opinion on toners. Cannot reccomend enough!! [This review was collected as part of promotion.]",False,103,579
988,5,"Although I love regularly use number of simple skincare products I have avoided using facial toner due to bad experience when using another major brand which left me with extremely dry flaky skin.However this toner does not make my skin sting at all, in fact it feels like like moisturising water which leaves me with fresh dewy skin all day. My skin looks clearer feels so smooth. I've been using this Product 2/3 times week now it has deffinately changed my opinion on toners. Cannot reccomend enough!! [This review was collected as part of promotion.]",False,103,576
989,5,"Although I love regularly use number of simple skincare products I have avoided using facial toner due to bad experience when using another major brand which left me with extremely dry flaky skin. However this toner does not make my skin sting at all, in fact it feels like like moisturising water which leaves me with fresh dewy skin all day. My skin looks clearer feels so smooth. IÂve been using this Product 2/3 times week now it has deffinately changed my opinion on toners. Cannot reccomend enough!! [This review was collected as part of promotion.]",False,104,578
990,5,This toner feels really nice soothing on face. I use it every evening always look forward to putting it on. It makes skin feel refreshed soft. There2019s lot product included in bottle. Would definitely recommend! [This review was collected as part of promotion.],False,51,291
991,1,"I have used Vaseline on my lips for well over 20 years loved it. I buy large jar of plain Vaseline use on my lips. I loved that there is really no smell or taste to it. BUT last week, I bought new jar, put some on, it has taste that I can only explain of tasting like black oil that goes into car. It is terrible! I2019ve tried using it for week now, just can2019t stand it any longer. I2019m guessing there2019s been formula or ingredient supplier change? I hope you will bring back old version. Very disappointed!",False,110,547
992,5,This toner feels really nice soothing on face. I use it every evening always look forward to putting it on. It makes skin feel refreshed soft. There's lot product included in bottle. Would definitely recommend! [This review was collected as part of promotion.],False,51,288
993,5,"Light not too sticky, three pack is great value",True,11,55
994,5,Does what it says on tin.,True,7,29
995,5,This toner feels really nice soothing on face. I use it every evening always look forward to putting it on. It makes skin feel refreshed soft. ThereÂs lot product included in bottle. Would definitely recommend! [This review was collected as part of promotion.],False,51,289
996,2,"I have used Comfort Pure for years only to find last one I bought has really awful smell, I tried other shops smell is same, obviously you have changed perfume without letting anyone know. Your comments would be appreciated.",False,45,246
997,5,Nice scent,True,2,10
998,5,Thanks,True,1,6
999,5,Great value for money,True,4,21
1000,5,My hair feels much better,True,5,25
1001,4,Been using this body wash recently it works great. Skin is moisturized pretty decent price.,False,17,99
1002,3,This is pretty good body wash. And It is cost friendly. Plus it gets job done,False,18,83
1003,4,It is very moisturizing! It has such pretty scent. It as well keeps my skin moisturizer all day long,False,20,102
1004,5,"My skin is SOFT after one wash of this stuff, its crazy. Its not like oily or too drying either it actually does moisturize lot my first time buying it I was happy. Use it after shave my skin has never felt better!!",False,47,227
1005,5,"I love Dove soap, bar liquid soap are both amazing! They lather up great always leave me feeling super clean. I can even smell soap on me after I leave shower which I love!! It always leaves my skin feeling great!",False,47,237
1006,5,"I love this body soap because its like applying lotion in shower. I have really dry skin when my skin wants to act up just be dry, I rely on this soap to give it extra hydration. It smells nice it keeps my skin moisturized.",False,49,239
1007,5,"Love this body wash, all dove line is favourite for me but this one I really like as not heavy scented, really leaves my skin with soft, moisturized nourished feeling. I buy this one frequently..",False,39,207
1008,2,Not big fan of Dove. It doesnt have much of wow factor. I feel clean after using. But based off commercials.. I cant help but feel disappointed. Especially for price point. I dont recommend this.,False,38,203
1009,5,NICE!!!!!! NICE!!!!!! NICE!!!!!!,True,3,32
1010,5,"You really can't wrong with this deodorant; it not only smells nice, it also can last for weeks or months (depending how much you use of course) for 3 cans this is bargain. I've been using this deodorant for quite while now after using FCUK deodorant which is quite expensive I opted to go for this brand as it was cheaper, to be honest I prefer this one wouldn't go back to using any other. Highly recommended.",True,83,431
1011,5,Best hair product IÂve ever used.,False,6,34
1012,5,Great product,True,2,13
1013,5,A good AntiPerspirant deodorant would buy again,True,7,47
1014,1,I literally poured my money down drain,False,8,42
1015,5,Works well!,True,2,11
1016,1,Usually love Simple products by this toner left my face so sore red :(,False,15,74
1017,5,Aaaaamazing I try few products but no one can do what this one do.. Recommend for all types skin I'm sensitive..sun damaged.. Perfect for summer sun Tested few weeks ago in full sun. Again fully recommend important for me..tattoooo friendly [This review was collected as part of promotion.],False,49,292
1018,2,"The colour is fine. However, this year, smell is strong, there is some annoying glitter effect which might be nice on beach, but less so in office it leaves brown marks on my white towels when I dry myself.",False,43,222
1019,5,Always best for smell !,True,5,23
1020,5,"One of my favourite fabric conditioners, I really love smell, long lasting also great value for money.",True,19,110
1021,5,We receive this regularly via Amazon subscribe save. It works out cheaper than in shops. Smells great leaves hair clean shiny.,True,24,138
1022,5,"Great shampoo, beats more expensive brands",True,7,46
1023,5,"Very citrus refreshing, not so mini either.Lovely ice lollies, would highly recommend these would definitely buy again.",False,19,127
1024,5,Have loved these since I was little I'm pleased to say that taste hasn't changed. 16 ice lollies for Â£3 .... bargain!!! I introduced my partner to them sadly he likes them too which means that I have to share with him!!! Just right size when it's hot so they aren't melting dripping down your hand by time you are finishing one,False,68,352
1025,5,Good brand,True,2,10
1026,5,Great scenting well worth money if you buy in bulk,False,12,58
1027,3,"otherwise wouldn't have bothered - scent is Ok but nothing special normal price makes it less than attractive as an option normally. Nothing bad about it, but nothing to make it different to dozen cheaper versions either",True,41,234
1028,5,"This is best lotion/ gel moisturizer I have ever used, I2019ve used lot. I always come back to this one!",False,23,114
1029,4,"I love refreshing scent of this cream, it is light consistency which isn't to heavy on skin sinks in well. It would be to have little bit more of lasting moisturizing effect, but it does job for majority of day. [This review was collected as part of promotion.]",False,58,293
1030,5,This is an amazing product it does exactly what it says it does it keeps face smooth it also tones face also i uses little on cotton wool rubbed it in daily then after few days i notice lots of chsnge [This review was collected as part of promotion.],False,58,278
1031,5,Cheap cheerful. Got all my makeup off with ease without drying out skin due to micellar water. Skin was left feeling nice cleansed. Good sized pack for price. I wouldn2019t say this is anything extra impresssive but still nice product [This review was collected as part of promotion.],False,55,308
1032,5,Cheap cheerful. Got all my makeup off with ease without drying out skin due to micellar water. Skin was left feeling nice cleansed. Good sized pack for price. I wouldnÂt say this is anything extra impresssive but still nice product [This review was collected as part of promotion.],False,55,306
1033,4,"These are good, soft, none fragranced wipes. I normally use original simple cleansing face wipes I found that these micellar wipes do take slightly more makeup off from my face. However I still do not think these are as effective at removing makeup than micellar water itself. [This review was collected as part of promotion.]",False,58,336
1034,5,Cheap cheerful. Got all my makeup off with ease without drying out skin due to micellar water. Skin was left feeling nice cleansed. Good sized pack for price. I wouldn't say this is anything extra impresssive but still nice product [This review was collected as part of promotion.],False,55,305
1035,4,"I brought these little while ago am glad I did remove my makeup really well makes my skin feel fresh clean, even removes water proof mascara really well. They do not make my eyes sting . [This review was collected as part of promotion.]",False,50,256
1036,3,"I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I don't usually get them, but eventually they went away. However apart from that, I didn't really notice any difference in my skin. It may have been bit softer, but this difference was marginal. [This review was collected as part of promotion.]",False,68,384
1037,4,I got this facial toner about 4 weeks ago! It's become main part of my daily skin care routine. It's given my skin natural glow to point where I feel comfortable wearing no makeup ! I highly recommend this product! [This review was collected as part of promotion.],False,52,274
1038,4,"This is second bottle that I've bought. It's very lightweight which is what I needed as my hair is very fine has tendency to be pulled down by products. I wash my hair every day spray liberally before drying. The scent is quite discreet too, not at all overwhelming. No stickiness on my hair either. Stops my hair from drying out too much, good protector.",False,70,371
1039,5,Dry 24/7,True,2,8
1040,5,Awesome product,True,2,15
1041,3,"I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I don2019t usually get them, but eventually they went away. However apart from that, I didn2019t really notice any difference in my skin. It may have been bit softer, but this difference was marginal. [This review was collected as part of promotion.]",False,68,390
1042,3,"I started incorporating this into my night time skin routine, after my cleanser. At first, I noticed I was getting some spots in places I donÂt usually get them, but eventually they went away. However apart from that, I didnÂt really notice any difference in my skin. It may have been bit softer, but this difference was marginal. [This review was collected as part of promotion.]",False,68,386
1043,5,I'm such fan of gel creams this one is fantastic. Very smooth application really hydrating. You wake up with smoothest skin in morning. Great new addition to my night time skin routine very reasonably priced!,False,41,230
1044,5,This is fantastic does what it promises. I mix it with moisturisers from water boost range (the day night time) my skin has been sooo hydrated. No complaints. Great product great price!,False,38,209
1045,5,Amazing you get 3 for so little also works well doesnt make hair sticky,True,15,75
1046,5,Smells so nice like real sweet flowers! Also it's long lasting. Perfect combination.,False,13,84
1047,5,"Love this stuff, great shine after use on cooker sink!",True,12,62
1048,2,"While this smelled lovely, was very pleasant to apply, it lasted morning before failing to protect.",False,18,105
1049,4,"Time after time I return to this product. While it is designed probably for younger skin I am in my 50's with menopausal skin which is sometimes irritated find that this cream helps to calm down excema , redness etc. On its own it does not reduce wrinkles crepey skin that come with aging but when layered used in conjunction with hyaluronic based creams that are water based it makes wonderful companion does good job of making my eyes look reasonable ironing out some of wrinkles loss of firmness. It is easily absorbed , doesn't leave greasy skin so is great under make up. Can be used with day or night eye creams. Best of all it's good price.",False,130,685
1050,5,"lovely smooth soap,leaves skin soft clean!",False,8,50
1051,5,As described,True,2,12
1052,5,"My vegan daughter persuaded me to buy this, I'm glad she did. A lovely creamy smooth ice cream. You'd never think it was non dairy. I'm not vegan myself, I love ice cream, I wouldn't hesitate to buy it again.",False,41,212
1053,4,"I love vaseline 100% jelly & have many jars (small tubs), cannot live without it & loyal, long time customer however, wish PURE 100% JELLY came in convenient tube or lip balm to use on my lips. With tubs you must use your finger. All very small tubs and/or lip therapy, etc. come with an added color, flavor or something added besides 100% pure petroleum jelly which irritates my lips.Thank you for reading my concern & hopefully some day there will be \""pure vaseline\"" in lip balm / tube. Thank you.",False,97,519
1054,5,Honestly smells amazing! I love my washing to smell strong so you know its clean! I love it will be buying again,False,22,112
1055,5,"I love this mustard ,I use for salad dressing , cooking or just to eat with meat",True,17,80
1056,5,It smells ok...,True,3,15
1057,4,These are quite expensive for what they are but my skin always feels that little bit fresher than using regular kind. Simple is only product I use lately on recommendation have noticed an overall improvement over other ridiculously priced products that claim to perform miracles lol I've also had reactions from some of those I don't have sensitive skin. This has never happened with any Simple product I've used I've been trying lot. Great Stuff!,False,81,469
1058,5,This body wash has made my skin glow! I now have skin that is not dry itchy.,False,18,80
1059,5,"make my hair feel so soft , great price for 2 :D highly reccomend",False,14,65
1060,5,Arrived quickly. real thing. Delighted.,True,6,43
1061,5,Ok,True,1,2
1062,5,as described,True,2,12
1063,4,"dove is such good brand but this one is one of my favorites, shea butter just smells so good makes your skin feel amazing",False,26,127
1064,5,Good,True,1,4
1065,5,AGAIN BROUGHT WITH OTHER HOUSE HOLD ITEMS AS PRICE WAS CHEAPER,True,11,62
1066,5,Not bargain I was expecting,True,6,31
1067,4,"Helped my scalp so much but price is ridiculous when you consider amount you have to use per wash that you must buy conditioner too. Any other non gentle brand would last me 4 times longer than this. It feels like people with illness are being rinsed (no pun intended). It's no go for really long hair. I will be looking into other cheaper alternatives but product is great. It's helped with my husbands dermatitis with my sore scalp. At first my hair went dry was like hay, then it was switching back forth from dry to greasy but after few weeks it's looking healthier than ever. I'm wondering if it just takes time for your hair to get used to less stuff on it to get back to more of its natural form if you know what I mean.My main advice would be to try it for 6 weeks minimum before you write it off as rubbish.My only other annoyance aside from price is that it's very thin runny. It's hard to stop it running down my hair then off down my back so 20% of bottle just goes down plug hole without ever washing my hair first.",False,214,1084
1068,3,"I've been using for some time - yes it may be gentle to skin but it makes such soggy mess in soap dish unlike my old favourite, Lux. Had enough - planning to try to find something else.",False,41,195
1069,5,Who doesnÂt love links Africa,True,5,30
1070,4,"I like marmite, it's good for you. I like it on toast or in cheese sandwich. However, you really have to squeeze quite hard to get it out. I imagine there would be lot of wastage unless you cut pack open. Prefer glass jars.",False,49,239
1071,1,"I hate new Persil Bio smell. It really is horrible overpowering takes over whole house. I've been using Persil for many, years but will be looking for new Bio detergent when this one runs out! Please don't change Non Bio!!!",False,46,245
1072,5,very,True,1,4
1073,5,Good value for money would recommend buying,True,7,43
1074,5,Great for money -,True,4,17
1075,1,Only 2 cans were delivered instead of 3,True,8,39
1076,1,"The Mrs. Loves this lotion, however new pump is absolutely terrible design. Our lotion travels throughout house during day, because of this new pump we now have tiny lotion spots on nearly all of our surfaces.. as you can see from picture, with both sides of pump looking Exactly same, it2019s quite easy to pic wrong side when needing quick pump. Also we were wondering why you2019ve decided to deny us of last lotion in bottle by making top fixed piece instead of removable. Thanks",False,99,533
1077,2,I love product despite that fact that box had only 3 whereas package says 4,False,17,83
1078,1,"If you like hand creams don't like you hair squeaking clean after shampoo you may like this. The green (apple) Tresseme has always served me well is good value, your hair feels clean after, with this moisture rich you want to keep washing you hair over over as it feels like your hair is full of silicon Which it possibly is..",False,64,338
1079,5,"I buying this deodorant monthly....for years now,because it's my favourite it's always let you smelling fresh didn't lets mark on clothes.",False,23,146
1080,1,Away on holiday with this deodorant. Put on dress - white marks all over dress. I have had to change. Fewer marks on second dress as most of deodorant was worn off by first dress. Not ideal for going to meeting. Don't waste your money.,False,50,251
1081,5,I'm very happy with my purchase. Excellent product I love it.The product arrived before time. Great seller accurate reliable I can only recommend. Thanks lot!,True,26,160
1082,5,Can't beat Hellmans Mayo,False,4,24
1083,5,"Love this shampoo have used for ages, was at discounted price in Pantry so purchased few",True,19,96
1084,5,"Smells amazing always great price at Â£1, will continue to buy",False,13,68
1085,5,"Love these wipes, have been buying them for years will continue to do so",False,15,76
1086,5,"Amazing value, leaves my girlies hair feeling soft smelling lovely ??",True,12,73
1087,4,Excellent,True,1,9
1088,5,Excellent,True,1,9
1089,4,Good value I usually use roll on but I like this as well fresh lasts,True,17,74
1090,3,"Nice to use on my hair, made it nice soft. Didn't do anything for my colour. The bottle is huge difficult to get product out of bottle, you need two hands. Perhaps better design is needed.",False,41,206
1091,4,Good,True,1,4
1092,5,Love smell lasts great price,True,7,36
1093,5,Lasts well is good with everything. I have no problems with this Washing Capsule so much cheaper too,True,20,108
1094,5,"I used to only every purchase Fairy non bio liquid as my husband suffers with eczema is extremely sensitive. I would have never purchased anything else but my brother said try Persil non bio itÂs great for my nephews sensitive skin. He gave me some of his I randomly washed clothes bedding in Persil, as I didnÂt want my husband to say he had flare down to change. He didnÂt, result for me because I love fresh smell. I have also noticed difference in brightness of my whites clothes are so soft. I live in hard water area results are great. The capsules are so convenient perform great with only one, because I am very heavy handed fill washing balls up, so I am also saving money with these. I am now subscriber so donÂt have to worry about running out :) I do wish they wasnÂt so attractive on eye because they do look edible. Please keep out of reach of children because packaging isnÂt child proof!!!",True,186,977
1095,5,Great little starter set to wash newborns clothes before he arrives. Great value too,True,14,84
1096,5,"These are quite good, better than I expected. One of them was leaking bit but nothing to cause concern. The scent is manly very pleasant. It goes very foamy scent lasts quite bit. I will definitely buy again when I finish them.",True,47,243
1097,5,"I was looking for an eye cream not too expensive, I use mostly all simple skincare as I have dry sensitive skin, so I bought this eye cream it's good I have crease/wrinkle on one of my eyes when I used this it was very least noticeable! It's moisturizing , light on eyes also had soothing effect have bought lots since first try year ago",False,73,363
1098,5,"I'm nearly 26 so I said year go I must start using night cream I have dry sensitive skin I used simple purifying cleansing lotion soothing toner light moisturiser there all amazing but night is fantastic its moisturising when I have spots it clears them up makes my face look plump takes my dryness away, It doesn't sting my eyes but day cream does I think it's because of SPF. Anyways really love this cream",False,88,454
1099,4,"Oddly enough this shampoo now performs much better than it did at start. Not most moisturising shampoo out there, my hair at first felt little dry stripped. However, not wanting to throw it out before I'd given it good go, I persevered for few more washes now I'm glad I did. It leaves my hair soft shiny, smooth manageable my scalp comfortable. It lathers cleans well enough for my greasy roots without stripping drier ends. Gives light moisture to hair without building up. It's grown on me I now use it everyday!",False,105,561
1100,5,"Please do xlarge bottle The is so nice smell is amazing please always sell this, donÂt discontinue like u normal do",False,24,126
1101,5,", honest wipes that don't upset my temperamental skin. A perfect lazy-girl solution to clean skin. They are soft do remove my makeup easily. Best option if you going somewhere so I use them for going on holiday ... Packing is so nice colourful that only this makes you happy. Smells nice there are so soft !!! [This review was collected as part of promotion.]",False,69,373
1102,5,", honest wipes that don't upset my temperamental skin. A perfect lazy-girl solution to clean skin. They are soft do remove my makeup easily. Best option if you going somewhere so I use them for going on holiday ...Packing is so nice colourful that only this makes you happy.Smells nice there are so soft !!! [This review was collected as part of promotion.]",False,67,371
1103,5,"Love this. Protects well, smells lovely & great price. Long lasting too.",False,13,74
1104,5,IÂve tried to substitute Magnums with other brands but there is always ÂNot MagnumÂ disappointment from family. I give up! Somethings are not worth cost cutting for. TheyÂre just delicious.,False,33,203
1105,5,After brain op my wife needed safe shampoo this was recomended,False,14,70
